FID,Zone,Longitude,Latitude,Azimuth,TCD,SHAPE_Leng,SCE,NSM,EPR,EPRunc,LRR,LR2,LSE,LCI90,WLR,WR2,WSE,WCI90,SLA_Interp
2825,Manda_TanaRiver,40.35960448,-2.598457277,333.26,70625,2550.678494,151.78,-131.41,-5.48,0.59,-4.25,0.58,27.27,1.3,-2.896964302,0.58,2.73,1.3,0.286667586
2826,Manda_TanaRiver,40.35944276,-2.598541576,333.48,70650,2550.791287,150.73,-132.89,-5.54,0.59,-4.3,0.58,27.21,1.29,-2.944644975,0.58,2.72,1.29,0.286667586
2827,Manda_TanaRiver,40.35928104,-2.598625873,333.69,70675,2550.93939,149.51,-134.37,-5.6,0.59,-4.36,0.59,27.11,1.29,-3.086554333,0.59,2.71,1.29,0.286667586
2828,Manda_TanaRiver,40.35911828,-2.598708108,333.9,70700,2550.717114,148.34,-135.85,-5.66,0.59,-4.42,0.6,27.08,1.29,-3.019868355,0.6,2.71,1.29,0.286667586
2829,Manda_TanaRiver,40.35894724,-2.598790494,334.08,70725,2550.841751,147.64,-137.48,-5.73,0.59,-4.48,0.61,27.13,1.29,-2.944350728,0.61,2.71,1.29,0.286667586
2830,Manda_TanaRiver,40.35877288,-2.598874041,334.24,70750,2551.080509,146.99,-139.18,-5.8,0.59,-4.55,0.61,27.22,1.29,-2.968198651,0.61,2.72,1.29,0.286667586
2831,Manda_TanaRiver,40.35859853,-2.598957585,334.39,70775,2551.338727,146.59,-140.83,-5.87,0.59,-4.64,0.62,27.35,1.3,-3.170805398,0.62,2.74,1.3,0.286667586
2832,Manda_TanaRiver,40.35843273,-2.599037116,334.6,70800,2551.599069,146.72,-143.02,-5.96,0.59,-4.72,0.62,27.64,1.31,-3.090361239,0.62,2.76,1.31,0.286667586
2833,Manda_TanaRiver,40.35826657,-2.599115345,334.81,70825,2551.995568,147.42,-145.29,-6.05,0.59,-4.81,0.62,28.07,1.33,-3.266437282,0.62,2.81,1.33,0.286667586
2834,Manda_TanaRiver,40.35809878,-2.599190022,335.01,70850,2552.099638,149.5,-147.55,-6.15,0.59,-4.89,0.62,28.61,1.36,-3.372492799,0.62,2.86,1.36,0.286667586
2835,Manda_TanaRiver,40.35794186,-2.599259989,335.28,70875,2552.167932,151.63,-149.57,-6.23,0.59,-4.97,0.62,29.08,1.38,-3.519716157,0.62,2.91,1.38,0.286667586
2836,Manda_TanaRiver,40.35779181,-2.599326982,335.58,70900,2552.256468,154.07,-151.91,-6.33,0.59,-5.04,0.62,29.61,1.41,-3.395053976,0.62,2.96,1.41,0.286667586
2837,Manda_TanaRiver,40.35764176,-2.599393971,335.88,70925,2552.416343,156.52,-154.26,-6.43,0.59,-5.11,0.62,30.2,1.44,-3.505213144,0.62,3.02,1.44,0.286667586
2838,Manda_TanaRiver,40.35748409,-2.599463763,336.15,70950,2552.768027,159.42,-157.04,-6.54,0.59,-5.19,0.61,30.87,1.47,-3.591634147,0.61,3.09,1.47,0.286667586
2839,Manda_TanaRiver,40.3573275,-2.59953122,336.42,70975,2553.548681,162.63,-159.93,-6.66,0.59,-5.25,0.61,31.55,1.5,-3.64761131,0.61,3.16,1.5,0.286667586
2840,Manda_TanaRiver,40.35717096,-2.599598664,336.69,71000,2554.386518,165.7,-162.69,-6.78,0.59,-5.3,0.6,32.26,1.53,-3.726348039,0.6,3.23,1.53,0.286667586
2841,Manda_TanaRiver,40.35701422,-2.599665556,336.96,71025,2555.410472,168.71,-165.25,-6.89,0.59,-5.35,0.6,32.94,1.57,-3.531541168,0.6,3.29,1.57,0.286667586
2842,Manda_TanaRiver,40.35685652,-2.599730193,337.23,71050,2556.212324,171.85,-167.82,-6.99,0.59,-5.4,0.59,33.62,1.6,-3.671741179,0.59,3.36,1.6,0.286667586
2843,Manda_TanaRiver,40.35669678,-2.599795535,337.5,71075,2557.083681,175.11,-170.4,-7.1,0.59,-5.43,0.59,34.35,1.63,-3.747482398,0.59,3.44,1.63,0.286667586
2844,Manda_TanaRiver,40.35652419,-2.599865582,337.69,71100,2558.131013,179.05,-173.08,-7.21,0.59,-5.46,0.58,35.25,1.68,-3.63855517,0.58,3.53,1.68,0.272323486
2845,Manda_TanaRiver,40.35635053,-2.599932933,337.88,71125,2558.817696,183.04,-175.69,-7.32,0.59,-5.49,0.57,36.13,1.72,-3.578357249,0.57,3.61,1.72,0.272323486
2846,Manda_TanaRiver,40.35617601,-2.599998063,338.07,71150,2559.410245,186.05,-177.11,-7.38,0.59,-5.51,0.56,36.88,1.75,-3.866426854,0.56,3.69,1.75,0.272323486
2847,Manda_TanaRiver,40.35600682,-2.600061175,338.3,71175,2560.005659,188.89,-178.39,-7.43,0.59,-5.54,0.55,37.45,1.78,-3.735550441,0.55,3.75,1.78,0.272323486
2848,Manda_TanaRiver,40.35584354,-2.600120682,338.55,71200,2560.689497,191.71,-179.3,-7.47,0.59,-5.55,0.55,37.96,1.8,-3.938150067,0.55,3.8,1.8,0.272323486
2849,Manda_TanaRiver,40.35567979,-2.600178843,338.81,71225,2561.107412,194.12,-179.81,-7.49,0.59,-5.55,0.54,38.45,1.83,-3.669957716,0.54,3.85,1.83,0.272323486
2850,Manda_TanaRiver,40.35552137,-2.600235283,339.09,71250,2561.505941,195.86,-179.82,-7.49,0.59,-5.56,0.54,38.89,1.85,-3.884717398,0.54,3.89,1.85,0.272323486
2851,Manda_TanaRiver,40.35537435,-2.600288052,339.43,71275,2561.832421,197.27,-179.86,-7.49,0.59,-5.56,0.53,39.21,1.86,-3.652040089,0.53,3.92,1.86,0.272323486
2852,Manda_TanaRiver,40.35521821,-2.600343395,339.72,71300,2562.420475,198.18,-179.04,-7.46,0.59,-5.56,0.53,39.55,1.88,-3.725103479,0.53,3.96,1.88,0.272323486
2853,Manda_TanaRiver,40.35506387,-2.600397166,340.03,71325,2563.265606,198.53,-177.52,-7.4,0.59,-5.55,0.52,39.89,1.9,-3.883761281,0.52,3.99,1.9,0.272323486
2854,Manda_TanaRiver,40.35491568,-2.600449129,340.37,71350,2564.099691,198.41,-175.35,-7.31,0.59,-5.53,0.52,40.19,1.91,-3.755859425,0.52,4.02,1.91,0.272323486
2855,Manda_TanaRiver,40.3547559,-2.600503881,340.65,71375,2565.295228,200.97,-172.39,-7.18,0.59,-5.51,0.51,40.59,1.93,-3.830716445,0.51,4.06,1.93,0.272323486
2856,Manda_TanaRiver,40.35458856,-2.600559569,340.89,71400,2566.906869,205.13,-169.96,-7.08,0.59,-5.49,0.5,41.17,1.96,-3.709334367,0.5,4.12,1.96,0.272323486
2857,Manda_TanaRiver,40.35442089,-2.600614195,341.13,71425,2568.316431,209.37,-168.94,-7.04,0.59,-5.47,0.49,41.87,1.99,-3.844717653,0.49,4.19,1.99,0.272323486
2858,Manda_TanaRiver,40.35425046,-2.600668175,341.36,71450,2569.514039,213.75,-169.99,-7.08,0.59,-5.48,0.48,42.7,2.03,-3.654161662,0.48,4.27,2.03,0.272323486
2859,Manda_TanaRiver,40.35407299,-2.600724012,341.55,71475,2570.859924,218.58,-171.71,-7.15,0.59,-5.5,0.47,43.65,2.08,-3.890182011,0.47,4.37,2.08,0.272323486
2860,Manda_TanaRiver,40.35389522,-2.600778796,341.74,71500,2571.99188,223.42,-174.67,-7.28,0.59,-5.55,0.47,44.58,2.12,-3.880235826,0.47,4.46,2.12,0.272323486
2861,Manda_TanaRiver,40.35372499,-2.600827999,341.98,71525,2572.768588,227.83,-177.85,-7.41,0.59,-5.61,0.46,45.56,2.17,-3.806338026,0.46,4.56,2.17,0.272323486
2862,Manda_TanaRiver,40.35355512,-2.600875846,342.22,71550,2573.849965,232.08,-181.33,-7.56,0.59,-5.67,0.46,46.53,2.21,-3.956416332,0.46,4.65,2.21,0.272323486
2863,Manda_TanaRiver,40.35338515,-2.60092323,342.46,71575,2574.87078,235.65,-184.83,-7.7,0.59,-5.73,0.45,47.63,2.26,-3.742057258,0.45,4.76,2.26,0.272323486
2864,Manda_TanaRiver,40.3532263,-2.600966844,342.76,71600,2575.445723,238.52,-187.79,-7.82,0.59,-5.78,0.44,48.55,2.31,-4.060763392,0.44,4.85,2.31,0.272323486
2865,Manda_TanaRiver,40.35307425,-2.601006838,343.1,71625,2576.413679,241.5,-189.99,-7.92,0.59,-5.82,0.44,49.39,2.35,-3.944201778,0.44,4.94,2.35,0.272323486
2866,Manda_TanaRiver,40.35292222,-2.601046757,343.43,71650,2577.484873,244.5,-191.62,-7.98,0.59,-5.86,0.43,50.31,2.39,-4.072327608,0.43,5.03,2.39,0.272323486
2867,Manda_TanaRiver,40.3527222,-2.601089431,343.53,71675,2581.074898,251.5,-193.47,-8.06,0.59,-5.92,0.42,52.3,2.49,-4.127281049,0.42,5.23,2.49,0.272323486
2868,Manda_TanaRiver,40.35227461,-2.601122223,342.49,71700,2602.85881,286.59,-209.58,-8.73,0.59,-6.29,0.37,61.65,2.93,-4.18180616,0.37,6.16,2.93,0.272323486
2869,Manda_TanaRiver,40.35180157,-2.601095991,341.44,71725,2639.669952,344.83,-221.41,-9.23,0.59,-6.87,0.31,76.96,3.66,-4.536897242,0.31,7.7,3.66,0.272323486
2870,Manda_TanaRiver,40.35138548,-2.601264302,340.36,71750,2632.578366,373.08,-229.98,-9.58,0.59,-6.71,0.24,90.76,4.45,-4.500501748,0.24,9.08,4.45,0.258297353
2871,Manda_TanaRiver,40.35101547,-2.601567867,339.25,71775,2594.065162,362.14,-115.63,-5.03,0.61,-4.68,0.15,92.07,5.28,-3.054738504,0.15,9.21,5.28,0.258297353
2872,Manda_TanaRiver,40.35060692,-2.601747084,338.16,71800,2585.198208,365.27,-95.05,-4.13,0.61,-6.31,0.22,121.02,8.44,-4.269185691,0.22,12.1,8.44,0.258297353
2873,Manda_TanaRiver,40.35019898,-2.601932805,337.05,71825,2575.8981,353.24,-353.24,-16.82,0.67,-15.75,0.67,100.82,11.84,-10.89984363,0.67,10.08,11.84,0.258297353
2874,Manda_TanaRiver,40.34985429,-2.602261129,335.93,71850,2532.045953,308.87,-308.87,-23.76,1.09,-10.07,0.23,129.61,25.17,-6.971212564,0.23,12.96,25.17,0.258297353
2875,Manda_TanaRiver,40.34939115,-2.602309549,334.82,71875,2555.771838,331.56,-331.56,-25.5,1.09,-11.35,0.25,138.1,26.82,-7.805896691,0.25,13.81,26.82,0.258297353
2876,Manda_TanaRiver,40.3493242,-2.603172901,333.72,71900,2379.841471,142.93,-115.71,-9.64,1.18,-4.8,0.12,86.31,26.71,-3.179027653,0.12,8.63,26.71,0.258297353
2877,Manda_TanaRiver,40.34922602,-2.603909626,332.61,71925,2236.588033,0,0,0,0,0,0,0,0,0,0,0,0,0.258297353
2878,Manda_TanaRiver,40.34886286,-2.604109307,331.51,71950,2246.448136,0,0,0,0,0,0,0,0,0,0,0,0,0.258297353
2879,Manda_TanaRiver,40.34848878,-2.604293021,330.4,71975,2261.406486,0,0,0,0,0,0,0,0,0,0,0,0,0.244593147
2880,Manda_TanaRiver,40.34824627,-2.604703963,329.3,72000,2218.872076,0,0,0,0,0,0,0,0,0,0,0,0,0.244593147
2881,Manda_TanaRiver,40.34716204,-2.603755262,328.16,72025,2530.677633,319.37,290.72,41.55,2.02,45.85,0.87,88.47,109.58,32.4268717,0.87,8.85,109.58,0.244593147
2882,Manda_TanaRiver,40.34678528,-2.604003809,327.01,72050,2535.093794,303.22,-57.63,-5.76,1.41,-0.19,0,117.9,25.08,-0.132270115,0,11.79,25.08,0.244593147
2883,Manda_TanaRiver,40.34640369,-2.604245026,325.88,72075,2542.460735,83.66,-74.43,-3.1,0.59,-1.12,0.08,29.06,1.43,-0.776479876,0.08,2.91,1.43,0.244593147
2884,Manda_TanaRiver,40.34606621,-2.604551187,324.74,72100,2533.027527,157.47,-23.59,-0.98,0.59,-0.15,0,41.59,1.98,-0.09918908,0,4.16,1.98,0.244593147
2885,Manda_TanaRiver,40.34577865,-2.604931505,323.58,72125,2504.464767,190.85,18.06,0.75,0.59,0.72,0.01,49.95,2.37,0.478880835,0.01,4.99,2.37,0.244593147
2886,Manda_TanaRiver,40.345451,-2.605248194,322.42,72150,2493.543953,228.9,47.67,1.99,0.59,0.81,0.01,60.66,2.88,0.542455839,0.01,6.07,2.88,0.244593147
2887,Manda_TanaRiver,40.34516003,-2.605533537,321.5,72175,2483.957066,244.5,68.13,2.84,0.59,0.95,0.01,68.22,3.24,0.619580269,0.01,6.82,3.24,0.244593147
2888,Manda_TanaRiver,40.34502389,-2.605655847,321.72,72200,2481.438437,245.03,73,3.04,0.59,0.97,0.01,69.66,3.31,0.670541243,0.01,6.97,3.31,0.244593147
2889,Manda_TanaRiver,40.34489178,-2.605783465,321.94,72225,2477.479215,242.97,78.35,3.26,0.59,1,0.01,70.34,3.34,0.707132443,0.01,7.03,3.34,0.244593147
2890,Manda_TanaRiver,40.3447583,-2.605912878,322.15,72250,2473.429747,239.69,83.95,3.5,0.59,1.02,0.01,70.65,3.36,0.683347202,0.01,7.06,3.36,0.244593147
2891,Manda_TanaRiver,40.34461998,-2.606048658,322.32,72275,2468.958556,241.88,89.91,3.75,0.59,1.04,0.01,70.9,3.37,0.688738127,0.01,7.09,3.37,0.244593147
2892,Manda_TanaRiver,40.34447851,-2.606188569,322.46,72300,2464.211547,248.54,97.25,4.05,0.59,1.07,0.01,71.24,3.39,0.748255299,0.01,7.12,3.39,0.231216383
2893,Manda_TanaRiver,40.34433698,-2.60632857,322.6,72325,2459.473647,257,103.7,4.32,0.59,1.07,0.01,71.93,3.42,0.719920631,0.01,7.19,3.42,0.231216383
2894,Manda_TanaRiver,40.34419134,-2.606470876,322.73,72350,2454.040246,264.21,109.64,4.57,0.59,1.05,0.01,72.87,3.46,0.742005479,0.01,7.29,3.46,0.231216383
2895,Manda_TanaRiver,40.34404319,-2.606616421,322.83,72375,2448.369094,267.14,114.12,4.75,0.59,0.98,0.01,73.53,3.5,0.67023064,0.01,7.35,3.5,0.231216383
2896,Manda_TanaRiver,40.34389526,-2.606762416,322.93,72400,2442.595689,265.78,117.37,4.89,0.59,0.88,0.01,73.91,3.51,0.615501123,0.01,7.39,3.51,0.231216383
2897,Manda_TanaRiver,40.34374771,-2.606909049,323.03,72425,2436.245202,262.54,120.03,5,0.59,0.74,0.01,74.05,3.52,0.485539861,0.01,7.4,3.52,0.231216383
2898,Manda_TanaRiver,40.34360276,-2.607051151,323.15,72450,2429.90264,257.47,122.06,5.09,0.59,0.57,0,74.04,3.52,0.393623633,0,7.4,3.52,0.231216383
2899,Manda_TanaRiver,40.34345952,-2.607194773,323.28,72475,2423.075094,251.32,122.72,5.11,0.59,0.27,0,74.4,3.54,0.187735902,0,7.44,3.54,0.231216383
2900,Manda_TanaRiver,40.34332135,-2.607337377,323.44,72500,2415.76847,243.97,122.34,5.1,0.59,-0.05,0,74.91,3.56,-0.03535918,0,7.49,3.56,0.231216383
2901,Manda_TanaRiver,40.34318307,-2.607480143,323.59,72525,2408.464158,237.74,120.97,5.04,0.59,-0.22,0,74.36,3.53,-0.156178549,0,7.44,3.53,0.231216383
2902,Manda_TanaRiver,40.34304469,-2.607623071,323.74,72550,2401.161858,238.21,119.52,4.98,0.59,-0.29,0,72.97,3.47,-0.204762132,0,7.3,3.47,0.231216383
2903,Manda_TanaRiver,40.34290771,-2.607768229,323.9,72575,2393.295296,237.6,116.41,4.85,0.59,-0.33,0,71.1,3.38,-0.228070833,0,7.11,3.38,0.231216383
2904,Manda_TanaRiver,40.34276551,-2.607922253,324,72600,2384.542911,235.29,112.36,4.68,0.59,-0.35,0,71.37,3.71,-0.227594844,0,7.14,3.71,0.231216383
2905,Manda_TanaRiver,40.34262046,-2.608072854,324.11,72625,2376.784519,231.75,108.18,4.51,0.59,-0.34,0,65.82,3.13,-0.225336782,0,6.58,3.13,0.231216383
2906,Manda_TanaRiver,40.34247712,-2.60822605,324.21,72650,2368.346221,225.51,101.89,4.25,0.59,-0.37,0,62.52,2.97,-0.259634004,0,6.25,2.97,0.231216383
2907,Manda_TanaRiver,40.34232237,-2.608371258,324.29,72675,2362.83194,220.82,94.55,3.94,0.59,-0.41,0,58.96,2.8,-0.281087562,0,5.9,2.8,0.231216383
2908,Manda_TanaRiver,40.34215704,-2.608510091,324.35,72700,2359.392617,216.71,86.48,3.6,0.59,-0.03,0,53.95,2.62,-0.020691857,0,5.4,2.62,0.231216383
2909,Manda_TanaRiver,40.34199189,-2.608649215,324.4,72725,2355.826632,209,78.31,3.26,0.59,-0.54,0.01,52.1,2.48,-0.374890245,0.01,5.21,2.48,0.231216383
2910,Manda_TanaRiver,40.34182815,-2.608790365,324.45,72750,2351.273758,198.01,70.22,2.93,0.59,-0.56,0.01,48.7,2.32,-0.367738581,0.01,4.87,2.32,0.231216383
2911,Manda_TanaRiver,40.34166438,-2.608931542,324.51,72775,2346.72136,184.8,62.43,2.6,0.59,-0.55,0.01,45.23,2.15,-0.362448028,0.01,4.52,2.15,0.231216383
2912,Manda_TanaRiver,40.34150058,-2.609072748,324.56,72800,2342.169438,171.02,54.64,2.28,0.59,-0.56,0.01,42,2,-0.389236075,0.01,4.2,2,0.218170298
2913,Manda_TanaRiver,40.34133676,-2.609213983,324.62,72825,2337.617804,157.54,47.89,2,0.59,-0.54,0.01,39.2,1.86,-0.37221502,0.01,3.92,1.86,0.218170298
2914,Manda_TanaRiver,40.34117291,-2.609355246,324.67,72850,2333.066727,145.14,41.32,1.72,0.59,0.06,0,36.35,1.73,0.040645912,0,3.64,1.73,0.218170298
2915,Manda_TanaRiver,40.34100688,-2.60949349,324.72,72875,2329.342187,133.56,36.06,1.5,0.59,0.14,0,35.22,1.67,0.099337985,0,3.52,1.67,0.218170298
2916,Manda_TanaRiver,40.34083955,-2.609629931,324.78,72900,2326.11313,133.02,31.33,1.31,0.59,0.21,0,34.43,1.64,0.138848912,0,3.44,1.64,0.218170298
2917,Manda_TanaRiver,40.34066851,-2.609761148,324.83,72925,2324.304566,130.49,28.84,1.2,0.59,0.31,0,33.75,1.6,0.217127638,0,3.37,1.6,0.218170298
2918,Manda_TanaRiver,40.34049278,-2.609893833,324.86,72950,2322.83459,122.19,26.76,1.11,0.59,0.41,0.01,33.05,1.57,0.288369186,0.01,3.3,1.57,0.218170298
2919,Manda_TanaRiver,40.3403166,-2.610026877,324.89,72975,2321.357296,121.1,25.15,1.05,0.59,0.62,0.02,32.63,1.57,0.42196326,0.02,3.26,1.57,0.218170298
2920,Manda_TanaRiver,40.34013643,-2.610162294,324.89,73000,2319.962686,121.33,23.62,0.98,0.59,0.57,0.02,32.45,1.54,0.374991319,0.02,3.25,1.54,0.218170298
2921,Manda_TanaRiver,40.33995739,-2.610291697,324.91,73025,2319.511773,122.45,23.03,0.96,0.59,0.61,0.02,33.04,1.57,0.422484894,0.02,3.3,1.57,0.218170298
2922,Manda_TanaRiver,40.33977717,-2.610417814,324.94,73050,2319.804756,124.29,23.06,0.96,0.59,0.65,0.02,33.98,1.62,0.449901356,0.02,3.4,1.62,0.218170298
2923,Manda_TanaRiver,40.33959828,-2.610538444,324.99,73075,2320.922133,126.9,23.83,0.99,0.59,0.67,0.02,34.92,1.66,0.438245701,0.02,3.49,1.66,0.218170298
2924,Manda_TanaRiver,40.33941826,-2.610655561,325.05,73100,2322.821413,132.48,25.39,1.06,0.59,0.71,0.02,35.64,1.69,0.497915807,0.02,3.56,1.69,0.218170298
2925,Manda_TanaRiver,40.33923704,-2.610770919,325.11,73125,2325.195011,135.6,27.41,1.14,0.59,0.77,0.03,36,1.71,0.512877323,0.03,3.6,1.71,0.218170298
2926,Manda_TanaRiver,40.339055,-2.610885048,325.16,73150,2327.898872,136.68,29.77,1.24,0.59,0.88,0.03,35.86,1.7,0.579308008,0.03,3.59,1.7,0.218170298
2927,Manda_TanaRiver,40.33887168,-2.610997292,325.22,73175,2331.109219,139.37,32.63,1.36,0.59,1.04,0.05,35.2,1.67,0.737494188,0.05,3.52,1.67,0.218170298
2928,Manda_TanaRiver,40.33868767,-2.611108483,325.28,73200,2334.600676,142.14,35.77,1.49,0.59,1.2,0.07,34.29,1.63,0.819772408,0.07,3.43,1.63,0.218170298
2929,Manda_TanaRiver,40.33850259,-2.611218073,325.34,73225,2338.520616,143.74,39.33,1.64,0.59,1.38,0.09,33.59,1.6,0.938209924,0.09,3.36,1.6,0.218170298
2930,Manda_TanaRiver,40.33831702,-2.611326887,325.4,73250,2342.645925,144.46,43.1,1.8,0.59,1.52,0.11,33.02,1.57,1.042326727,0.11,3.3,1.57,0.218170298
2931,Manda_TanaRiver,40.33813625,-2.61143244,325.49,73275,2346.344181,144.85,46.65,1.94,0.59,1.6,0.12,32.68,1.55,1.069206912,0.12,3.27,1.55,0.205457115
2932,Manda_TanaRiver,40.33795678,-2.611537168,325.58,73300,2349.945732,144.08,50.14,2.09,0.59,1.64,0.13,32.25,1.53,1.162964594,0.13,3.22,1.53,0.205457115
2933,Manda_TanaRiver,40.33777786,-2.611641977,325.68,73325,2353.065361,142.78,53.36,2.22,0.59,1.66,0.13,31.87,1.51,1.144561754,0.13,3.19,1.51,0.205457115
2934,Manda_TanaRiver,40.33760562,-2.611744194,325.82,73350,2355.727697,144.26,56.34,2.35,0.59,1.67,0.14,31.44,1.49,1.150015143,0.14,3.14,1.49,0.205457115
2935,Manda_TanaRiver,40.33743523,-2.611849075,325.96,73375,2357.683246,143.94,58.6,2.44,0.59,1.67,0.14,30.96,1.47,1.12318006,0.14,3.1,1.47,0.205457115
2936,Manda_TanaRiver,40.33726587,-2.61195539,326.09,73400,2359.263323,142.27,60.47,2.52,0.59,1.67,0.15,30.36,1.44,1.096431373,0.15,3.04,1.44,0.205457115
2937,Manda_TanaRiver,40.33709957,-2.612066245,326.23,73425,2359.643381,139.4,61.13,2.55,0.59,1.66,0.15,29.7,1.41,1.151033563,0.15,2.97,1.41,0.205457115
2938,Manda_TanaRiver,40.33693327,-2.612177095,326.37,73450,2360.036826,136.52,61.38,2.56,0.59,1.67,0.16,29.12,1.38,1.179565444,0.16,2.91,1.38,0.205457115
2939,Manda_TanaRiver,40.33677016,-2.612292761,326.5,73475,2359.164741,132.82,60.1,2.5,0.59,1.67,0.16,28.63,1.36,1.16988279,0.16,2.86,1.36,0.205457115
2940,Manda_TanaRiver,40.33660715,-2.612408596,326.64,73500,2358.263901,131.84,58.48,2.44,0.59,1.74,0.16,29.44,1.4,1.186525175,0.16,2.94,1.4,0.205457115
2941,Manda_TanaRiver,40.33644203,-2.612529404,326.75,73525,2356.167349,129.93,55.39,2.31,0.59,1.74,0.17,28.47,1.35,1.215958188,0.17,2.85,1.35,0.205457115
2942,Manda_TanaRiver,40.33627664,-2.612651588,326.86,73550,2353.718484,126.55,51.99,2.17,0.59,1.75,0.18,27.72,1.32,1.173144578,0.18,2.77,1.32,0.205457115
2943,Manda_TanaRiver,40.33610788,-2.612776518,326.95,73575,2351.144959,122.98,48.44,2.02,0.59,1.78,0.19,27.59,1.31,1.189879401,0.19,2.76,1.31,0.205457115
2944,Manda_TanaRiver,40.33593746,-2.612900932,327.02,73600,2348.219681,119.37,44.85,1.87,0.59,1.79,0.19,27.62,1.31,1.208364754,0.19,2.76,1.31,0.205457115
2945,Manda_TanaRiver,40.33576702,-2.613025369,327.1,73625,2345.297927,114.62,41.26,1.72,0.59,1.79,0.19,27.6,1.31,1.171128656,0.19,2.76,1.31,0.205457115
2946,Manda_TanaRiver,40.33559655,-2.61314983,327.18,73650,2342.379568,109.79,37.67,1.57,0.59,1.78,0.19,27.64,1.31,1.174148953,0.19,2.76,1.31,0.205457115
2947,Manda_TanaRiver,40.33542182,-2.613267714,327.26,73675,2341.200928,108.29,35.81,1.49,0.59,1.79,0.19,27.74,1.32,1.266677524,0.19,2.77,1.32,0.205457115
2948,Manda_TanaRiver,40.33524059,-2.613387984,327.3,73700,2340.364439,110.53,34.24,1.43,0.59,1.79,0.19,27.64,1.31,1.170206408,0.19,2.76,1.31,0.205457115
2949,Manda_TanaRiver,40.33505422,-2.613504887,327.33,73725,2340.773454,113.57,33.89,1.41,0.59,1.79,0.19,27.52,1.31,1.219708668,0.19,2.75,1.31,0.205457115
2950,Manda_TanaRiver,40.33486731,-2.613620926,327.36,73750,2341.409434,115.69,33.77,1.41,0.59,1.78,0.19,27.28,1.3,1.209960116,0.19,2.73,1.3,0.205457115
2951,Manda_TanaRiver,40.3346725,-2.613735297,327.36,73775,2343.304072,117.86,34.86,1.45,0.59,1.78,0.2,26.99,1.28,1.178724916,0.2,2.7,1.28,0.205457115
2952,Manda_TanaRiver,40.33447539,-2.613848824,327.35,73800,2345.632857,119.09,36.37,1.52,0.59,1.79,0.2,26.61,1.26,1.234520644,0.2,2.66,1.26,0.193081423
2953,Manda_TanaRiver,40.33427579,-2.613959116,327.33,73825,2348.86325,120.53,38.78,1.62,0.59,1.81,0.21,26.38,1.25,1.213609624,0.21,2.64,1.25,0.193081423
2954,Manda_TanaRiver,40.33406988,-2.6140724,327.28,73850,2352.296784,121.01,41.34,1.72,0.59,1.82,0.21,26.21,1.25,1.234702432,0.21,2.62,1.25,0.193081423
2955,Manda_TanaRiver,40.33386394,-2.614185695,327.23,73875,2355.73297,120.68,43.9,1.83,0.59,1.82,0.21,26.17,1.24,1.220667109,0.21,2.62,1.24,0.193081423
2956,Manda_TanaRiver,40.33365798,-2.614299001,327.18,73900,2359.171709,119.96,46.45,1.94,0.59,1.81,0.21,26.32,1.25,1.282816129,0.21,2.63,1.25,0.193081423
2957,Manda_TanaRiver,40.33345235,-2.61441288,327.13,73925,2362.46555,118.84,48.35,2.01,0.59,1.82,0.21,26.62,1.27,1.200123615,0.21,2.66,1.27,0.193081423
2958,Manda_TanaRiver,40.33324843,-2.61452946,327.08,73950,2365.693067,117.07,49.62,2.07,0.59,1.82,0.21,26.93,1.28,1.291064035,0.21,2.69,1.28,0.193081423
2959,Manda_TanaRiver,40.33304478,-2.614646503,327.03,73975,2369.042173,118.04,50.89,2.12,0.59,1.84,0.21,27.26,1.3,1.272605545,0.21,2.73,1.3,0.193081423
2960,Manda_TanaRiver,40.33284111,-2.614763558,326.98,74000,2372.393753,120.51,52.16,2.17,0.59,1.86,0.2,27.53,1.31,1.314590393,0.2,2.75,1.31,0.193081423
2961,Manda_TanaRiver,40.33263741,-2.614880625,326.93,74025,2375.747954,123.21,53.43,2.23,0.59,1.87,0.2,27.87,1.32,1.274380839,0.2,2.79,1.32,0.193081423
2962,Manda_TanaRiver,40.33243441,-2.614998812,326.88,74050,2378.811941,126.32,54.41,2.27,0.59,1.87,0.2,28.26,1.34,1.309463433,0.2,2.83,1.34,0.193081423
2963,Manda_TanaRiver,40.33223287,-2.615119287,326.83,74075,2381.276444,128.84,54.85,2.29,0.59,1.86,0.19,28.71,1.36,1.21283861,0.19,2.87,1.36,0.193081423
2964,Manda_TanaRiver,40.33203538,-2.615237577,326.8,74100,2383.653093,130.59,55.61,2.32,0.59,1.86,0.19,29.35,1.39,1.265966663,0.19,2.93,1.39,0.193081423
2965,Manda_TanaRiver,40.33184126,-2.615357221,326.79,74125,2385.367862,131.61,55.73,2.32,0.59,1.86,0.18,30.72,1.47,1.236395627,0.18,3.07,1.47,0.193081423
2966,Manda_TanaRiver,40.3316489,-2.615477197,326.78,74150,2386.806883,132.25,56.19,2.34,0.59,1.87,0.17,30.77,1.46,1.217134535,0.17,3.08,1.46,0.193081423
2967,Manda_TanaRiver,40.33146381,-2.615598419,326.8,74175,2387.128394,131.75,55.94,2.33,0.59,1.88,0.17,31.3,1.49,1.281495746,0.17,3.13,1.49,0.193081423
2968,Manda_TanaRiver,40.33128524,-2.615717039,326.86,74200,2387.137639,131.11,55.41,2.31,0.59,1.89,0.17,31.56,1.5,1.340893678,0.17,3.16,1.5,0.193081423
