FID,Zone,Longitude,Latitude,Azimuth,TCD,SHAPE_Leng,SCE,NSM,EPR,EPRunc,LRR,LR2,LSE,LCI90,WLR,WR2,WSE,WCI90,SLA_Interp
9375,KIlifi,39.85349304,-3.780803064,286.93,235175,2475.30751,11.68,1.18,0.05,0.59,0.04,0.02,2.23,0.11,0.026532211,0.02,0.22,0.11,0.190686513
9376,KIlifi,39.85342908,-3.780966646,287.19,235200,2478.357963,11.31,0.57,0.02,0.59,0.03,0.01,2.21,0.11,0.021039144,0.01,0.22,0.11,0.190686513
9377,KIlifi,39.85335903,-3.781133558,287.42,235225,2482.530617,11.76,0.43,0.02,0.59,0.02,0,2.36,0.11,0.013213312,0,0.24,0.11,0.190686513
9378,KIlifi,39.85328374,-3.781308118,287.61,235250,2487.342808,12.34,0.53,0.02,0.59,0,0,2.53,0.12,0,0,0.25,0.12,0.190686513
9379,KIlifi,39.85320836,-3.781482506,287.8,235275,2491.730296,12.71,0.58,0.02,0.59,-0.01,0,2.67,0.13,-0.006870201,0,0.27,0.13,0.190686513
9380,KIlifi,39.85313302,-3.781656789,287.99,235300,2495.613161,12.51,0.43,0.02,0.59,-0.02,0,2.63,0.12,-0.013345146,0,0.26,0.12,0.190686513
9381,KIlifi,39.85305319,-3.781829475,288.17,235325,2500.581257,12.7,0.29,0.01,0.59,-0.02,0,2.51,0.12,-0.01397477,0,0.25,0.12,0.190686513
9382,KIlifi,39.85296485,-3.782013259,288.29,235350,2506.600851,11.83,0.3,0.01,0.59,-0.02,0,2.27,0.11,-0.013899635,0,0.23,0.11,0.190686513
9383,KIlifi,39.85284627,-3.782226338,288.23,235375,2516.544713,10.7,1.23,0.05,0.59,0.02,0,2.24,0.11,0.013508862,0,0.22,0.11,0.190686513
9384,KIlifi,39.85270694,-3.78244197,288.11,235400,2530.119957,10,2.2,0.09,0.59,0.05,0.03,2.41,0.11,0.03531761,0.03,0.24,0.11,0.190686513
9385,KIlifi,39.85255261,-3.782652979,288,235425,2547.189229,12.06,3.43,0.14,0.59,0.1,0.06,2.93,0.14,0.065756031,0.06,0.29,0.14,0.190686513
9386,KIlifi,39.85239072,-3.782861866,287.89,235450,2566.010147,14.76,4.55,0.19,0.59,0.15,0.08,3.65,0.17,0.102229968,0.08,0.37,0.17,0.190686513
9387,KIlifi,39.85223468,-3.783072986,287.78,235475,2583.451686,20.39,6.12,0.25,0.59,0.21,0.1,4.83,0.23,0.141413332,0.1,0.48,0.23,0.190686513
9388,KIlifi,39.85210303,-3.783292206,287.67,235500,2595.200606,24.6,7.74,0.32,0.59,0.27,0.11,5.85,0.28,0.184138857,0.11,0.58,0.28,0.190686513
9389,KIlifi,39.85198647,-3.783522397,287.53,235525,2603.031574,27.91,9.75,0.41,0.59,0.27,0.09,6.43,0.31,0.18749068,0.09,0.64,0.31,0.190686513
9390,KIlifi,39.85188071,-3.783762699,287.36,235550,2607.925751,29.41,11,0.46,0.59,0.23,0.06,6.63,0.32,0.162877746,0.06,0.66,0.32,0.190686513
9391,KIlifi,39.85179501,-3.784009358,287.18,235575,2608.168569,31.21,9.82,0.41,0.59,0.14,0.03,6.68,0.32,0.097847395,0.03,0.67,0.32,0.190686513
9392,KIlifi,39.85172286,-3.784260268,287.01,235600,2606.054779,32.5,7.35,0.31,0.59,0.05,0,6.69,0.32,0.032587343,0,0.67,0.32,0.190686513
9393,KIlifi,39.85167783,-3.784524675,286.82,235625,2599.778683,29.25,7.33,0.31,0.59,-0.01,0,6.07,0.29,-0.006780921,0,0.61,0.29,0.190686513
9394,KIlifi,39.85163819,-3.784797544,286.59,235650,2592.621089,25.12,7.63,0.32,0.59,-0.05,0,5.62,0.27,-0.033143613,0,0.56,0.27,0.190686513
9395,KIlifi,39.85160172,-3.785071071,286.36,235675,2584.789742,20.28,6.69,0.28,0.59,-0.07,0.01,5.2,0.25,-0.045780008,0.01,0.52,0.25,0.190686513
9396,KIlifi,39.8515591,-3.785342521,286.13,235700,2578.438414,18.34,5.13,0.21,0.59,-0.09,0.02,4.67,0.22,-0.059570838,0.02,0.47,0.22,0.191057012
9397,KIlifi,39.85152001,-3.785614734,285.91,235725,2571.328719,15.95,4.67,0.19,0.59,-0.09,0.03,4.26,0.2,-0.059794738,0.03,0.43,0.2,0.191057012
9398,KIlifi,39.85148107,-3.785886715,285.68,235750,2564.24163,14.08,4.26,0.18,0.59,-0.09,0.03,3.98,0.19,-0.061467259,0.03,0.4,0.19,0.191057012
9399,KIlifi,39.85143534,-3.786149347,285.48,235775,2559.199746,14,4.55,0.19,0.59,-0.08,0.02,4.02,0.19,-0.052359257,0.02,0.4,0.19,0.191057012
9400,KIlifi,39.8513879,-3.786409755,285.3,235800,2554.681076,14.38,4.03,0.17,0.59,-0.07,0.02,4.04,0.19,-0.045729977,0.02,0.4,0.19,0.191057012
9401,KIlifi,39.85134423,-3.786671035,285.11,235825,2549.331737,13.29,3.51,0.15,0.59,-0.06,0.01,3.87,0.18,-0.040187299,0.01,0.39,0.18,0.191057012
9402,KIlifi,39.85130329,-3.786915909,285.01,235850,2544.357907,12.5,2.17,0.09,0.59,-0.07,0.02,3.64,0.17,-0.046210172,0.02,0.36,0.17,0.191057012
9403,KIlifi,39.85126502,-3.787131475,285.05,235875,2540.486629,12.88,1.34,0.06,0.59,-0.07,0.02,3.52,0.17,-0.048676866,0.02,0.35,0.17,0.191057012
9404,KIlifi,39.85122576,-3.787337636,285.13,235900,2537.368005,13.71,0.72,0.03,0.59,-0.07,0.02,3.43,0.16,-0.046747821,0.02,0.34,0.16,0.191057012
9405,KIlifi,39.85118647,-3.787543831,285.21,235925,2534.2586,13.65,0.1,0,0.59,-0.07,0.03,3.3,0.16,-0.047592712,0.03,0.33,0.16,0.191057012
9406,KIlifi,39.85114719,-3.787750067,285.3,235950,2531.153204,12.76,-0.52,-0.02,0.59,-0.07,0.03,3.08,0.15,-0.049543424,0.03,0.31,0.15,0.191057012
9407,KIlifi,39.85110753,-3.787956246,285.38,235975,2528.135082,12.15,-0.67,-0.03,0.59,-0.07,0.03,2.88,0.14,-0.046562232,0.03,0.29,0.14,0.191057012
9408,KIlifi,39.85106442,-3.788161509,285.46,236000,2525.915436,11.72,-0.75,-0.03,0.59,-0.06,0.03,2.75,0.13,-0.039525014,0.03,0.27,0.13,0.191057012
9409,KIlifi,39.8510197,-3.78836637,285.55,236025,2523.472032,11.29,-1.57,-0.07,0.59,-0.06,0.03,2.75,0.13,-0.04101995,0.03,0.28,0.13,0.191057012
9410,KIlifi,39.8509729,-3.788568528,285.64,236050,2521.506108,11.45,-2.29,-0.1,0.59,-0.06,0.02,2.81,0.13,-0.040623717,0.02,0.28,0.13,0.191057012
9411,KIlifi,39.8509265,-3.78876843,285.75,236075,2519.595732,11.04,-2.74,-0.11,0.59,-0.06,0.02,2.83,0.13,-0.042347259,0.02,0.28,0.13,0.191057012
9412,KIlifi,39.8508794,-3.788963905,285.88,236100,2517.456445,10.24,-2.94,-0.12,0.59,-0.06,0.02,2.75,0.13,-0.042509745,0.02,0.28,0.13,0.191057012
9413,KIlifi,39.85083027,-3.789158542,286,236125,2515.735384,9.39,-2.61,-0.11,0.59,-0.04,0.01,2.49,0.12,-0.027046878,0.01,0.25,0.12,0.191057012
9414,KIlifi,39.85077934,-3.789352693,286.13,236150,2514.441249,8.96,-2.27,-0.09,0.59,-0.02,0,2.23,0.11,-0.013776067,0,0.22,0.11,0.191057012
9415,KIlifi,39.85072962,-3.789547224,286.26,236175,2512.87901,8.21,-2.02,-0.08,0.59,0,0,2.07,0.1,0,0,0.21,0.1,0.191057012
9416,KIlifi,39.85067826,-3.789741306,286.39,236200,2511.706229,7.73,-1.99,-0.08,0.59,0.03,0.01,2.05,0.1,0.019616962,0.01,0.21,0.1,0.191057012
9417,KIlifi,39.85061844,-3.789932902,286.52,236225,2512.503356,8.83,-1.78,-0.07,0.59,0.05,0.03,2.09,0.1,0.033150415,0.03,0.21,0.1,0.191057012
9418,KIlifi,39.85055686,-3.790123957,286.64,236250,2513.721552,10.13,-1.59,-0.07,0.59,0.07,0.05,2.26,0.11,0.048510137,0.05,0.23,0.11,0.191057012
9419,KIlifi,39.85049297,-3.790321406,286.74,236275,2515.037395,11,-1.36,-0.06,0.59,0.08,0.06,2.34,0.11,0.052941031,0.06,0.23,0.11,0.191057012
9420,KIlifi,39.85042926,-3.790520466,286.82,236300,2516.037558,12.1,-1.12,-0.05,0.59,0.09,0.07,2.43,0.12,0.061039142,0.07,0.24,0.12,0.191057012
9421,KIlifi,39.85036797,-3.790720257,286.91,236325,2516.276939,12.47,-0.99,-0.04,0.59,0.07,0.05,2.41,0.11,0.045599828,0.05,0.24,0.11,0.191057012
9422,KIlifi,39.85030552,-3.790927448,286.96,236350,2515.935174,11.89,-0.86,-0.04,0.59,0.06,0.03,2.37,0.11,0.041005703,0.03,0.24,0.11,0.191057012
9423,KIlifi,39.85024405,-3.791131947,287.02,236375,2515.535556,10.81,-0.73,-0.03,0.59,0.05,0.03,2.32,0.11,0.035181213,0.03,0.23,0.11,0.191057012
9424,KIlifi,39.85018298,-3.791335031,287.09,236400,2515.14338,9.34,-0.62,-0.03,0.59,0.05,0.03,2.24,0.11,0.033375676,0.03,0.22,0.11,0.191057012
9425,KIlifi,39.850123,-3.791533651,287.19,236425,2514.817085,8,-0.57,-0.02,0.59,0.04,0.02,2.2,0.1,0.026955433,0.02,0.22,0.1,0.191057012
9426,KIlifi,39.85005677,-3.79172965,287.28,236450,2515.9929,8.06,-0.52,-0.02,0.59,0.03,0.01,2.12,0.1,0.021246058,0.01,0.21,0.1,0.191057012
9427,KIlifi,39.84999111,-3.79192581,287.38,236475,2517.04407,7.72,-0.45,-0.02,0.59,0.01,0,1.96,0.09,0.006680881,0,0.2,0.09,0.191057012
9428,KIlifi,39.84992527,-3.792121892,287.48,236500,2518.147918,7.42,-0.38,-0.02,0.59,0,0,1.86,0.09,0,0,0.19,0.09,0.191437154
9429,KIlifi,39.84985942,-3.792317959,287.57,236525,2519.258878,7.12,-0.31,-0.01,0.59,-0.01,0,1.79,0.08,-0.007022659,0,0.18,0.08,0.191437154
9430,KIlifi,39.84979287,-3.792515962,287.66,236550,2520.398352,6.81,-0.24,-0.01,0.59,-0.02,0,1.76,0.08,-0.013395311,0,0.18,0.08,0.191437154
9431,KIlifi,39.84972552,-3.792716122,287.73,236575,2521.566701,6.04,-0.17,-0.01,0.59,-0.02,0.01,1.61,0.08,-0.01380552,0.01,0.16,0.08,0.191437154
9432,KIlifi,39.84965662,-3.792920073,287.79,236600,2522.81305,5.16,-0.09,0,0.59,-0.03,0.03,1.48,0.07,-0.021030939,0.03,0.15,0.07,0.191437154
9433,KIlifi,39.8495869,-3.793124061,287.84,236625,2523.900069,4.32,-0.01,0,0.59,-0.04,0.05,1.43,0.07,-0.027758892,0.05,0.14,0.07,0.191437154
9434,KIlifi,39.84951537,-3.793327456,287.89,236650,2525.283416,4.88,0,0,0.59,-0.05,0.06,1.51,0.07,-0.033508769,0.06,0.15,0.07,0.191437154
9435,KIlifi,39.8494427,-3.793530463,287.95,236675,2526.533117,4.71,0,0,0.59,-0.05,0.07,1.49,0.07,-0.034524325,0.07,0.15,0.07,0.191437154
9436,KIlifi,39.8493664,-3.793742389,287.95,236700,2527.887563,5.47,0,0,0.59,-0.06,0.09,1.45,0.07,-0.041640144,0.09,0.15,0.07,0.191437154
9437,KIlifi,39.84928412,-3.79396841,287.88,236725,2529.548964,6.28,0,0,0.59,-0.06,0.09,1.51,0.07,-0.042464216,0.09,0.15,0.07,0.191437154
9438,KIlifi,39.84919725,-3.794192973,287.81,236750,2532.284495,7.5,0,0,0.59,-0.08,0.09,1.77,0.08,-0.055629302,0.09,0.18,0.08,0.191437154
9439,KIlifi,39.84911022,-3.794417518,287.74,236775,2535.0589,7.6,0,0,0.59,-0.07,0.08,1.84,0.09,-0.045872404,0.08,0.18,0.09,0.191437154
9440,KIlifi,39.84902086,-3.794641354,287.66,236800,2538.378332,8.01,0.02,0,0.59,-0.07,0.07,2.02,0.1,-0.047286634,0.07,0.2,0.1,0.191437154
9441,KIlifi,39.84893065,-3.794864961,287.59,236825,2541.896147,7.67,0.05,0,0.59,-0.07,0.06,2.09,0.1,-0.048277452,0.06,0.21,0.1,0.191437154
9442,KIlifi,39.84884043,-3.795088606,287.52,236850,2545.419225,7.24,0.08,0,0.59,-0.06,0.04,2.24,0.11,-0.041407532,0.04,0.22,0.11,0.191437154
9443,KIlifi,39.84874967,-3.795316122,287.43,236875,2548.803953,7.57,0.09,0,0.59,-0.06,0.03,2.48,0.12,-0.041417431,0.03,0.25,0.12,0.191437154
9444,KIlifi,39.84865799,-3.795544975,287.33,236900,2552.300759,8.65,0.09,0,0.59,-0.07,0.03,2.95,0.14,-0.047717447,0.03,0.29,0.14,0.191437154
9445,KIlifi,39.84857526,-3.795781539,287.21,236925,2553.404988,8.03,0.07,0,0.59,-0.08,0.04,2.77,0.13,-0.053142838,0.04,0.28,0.13,0.191437154
9446,KIlifi,39.84849706,-3.796020216,287.09,236950,2554.263044,8.38,0.07,0,0.59,-0.08,0.05,2.76,0.13,-0.054735954,0.05,0.28,0.13,0.191437154
9447,KIlifi,39.84842953,-3.79626219,286.96,236975,2553.985883,7.46,0.08,0,0.59,-0.08,0.06,2.39,0.11,-0.056762497,0.06,0.24,0.11,0.191437154
9448,KIlifi,39.84837145,-3.79649686,286.88,237000,2552.179024,6.89,-0.1,0,0.59,-0.09,0.08,2.18,0.1,-0.060974767,0.08,0.22,0.1,0.191437154
9449,KIlifi,39.84831885,-3.796730597,286.82,237025,2549.272011,7.47,-0.37,-0.02,0.59,-0.08,0.08,2.03,0.1,-0.056797621,0.08,0.2,0.1,0.191437154
9450,KIlifi,39.84827156,-3.796965904,286.76,237050,2545.137736,8.45,-0.37,-0.02,0.59,-0.07,0.06,2.09,0.1,-0.045694875,0.06,0.21,0.1,0.191437154
9451,KIlifi,39.84822428,-3.797201168,286.69,237075,2541.008241,9.6,-0.67,-0.03,0.59,-0.07,0.05,2.13,0.1,-0.048095643,0.05,0.21,0.1,0.191437154
9452,KIlifi,39.84817793,-3.797429363,286.66,237100,2537.130886,10.46,-0.97,-0.04,0.59,-0.07,0.05,2.2,0.1,-0.047677183,0.05,0.22,0.1,0.191437154
9453,KIlifi,39.84813224,-3.797652415,286.66,237125,2533.435515,10.65,-1.25,-0.05,0.59,-0.07,0.05,2.22,0.11,-0.046738159,0.05,0.22,0.11,0.191437154
9454,KIlifi,39.84808656,-3.797875464,286.66,237150,2529.740231,10.84,-1.53,-0.06,0.59,-0.07,0.05,2.27,0.11,-0.048788847,0.05,0.23,0.11,0.191437154
9455,KIlifi,39.84804088,-3.798098511,286.65,237175,2526.045072,11.03,-1.89,-0.08,0.59,-0.07,0.04,2.5,0.12,-0.045732387,0.04,0.25,0.12,0.191437154
9456,KIlifi,39.84799646,-3.798311916,286.7,237200,2522.690584,11.2,-2.29,-0.1,0.59,-0.08,0.04,2.71,0.13,-0.056065252,0.04,0.27,0.13,0.191437154
9457,KIlifi,39.84795404,-3.798510077,286.82,237225,2519.882619,11.35,-2.62,-0.11,0.59,-0.08,0.04,2.85,0.14,-0.056481026,0.04,0.28,0.14,0.191437154
9458,KIlifi,39.84791083,-3.798708083,286.94,237250,2516.421842,11.07,-2.96,-0.12,0.59,-0.07,0.03,2.85,0.14,-0.045564474,0.03,0.28,0.14,0.191831667
9459,KIlifi,39.8478681,-3.798900995,287.08,237275,2512.987303,10.22,-3.28,-0.14,0.59,-0.06,0.03,2.72,0.13,-0.041086873,0.03,0.27,0.13,0.191831667
9460,KIlifi,39.84782403,-3.799089826,287.25,237300,2510.119059,9.65,-3.59,-0.15,0.59,-0.05,0.02,2.54,0.12,-0.033717908,0.02,0.25,0.12,0.191831667
9461,KIlifi,39.84777548,-3.799277329,287.41,237325,2508.30754,8.98,-3.56,-0.15,0.59,-0.02,0,2.48,0.12,-0.013373708,0,0.25,0.12,0.191831667
9462,KIlifi,39.84772429,-3.799456827,287.61,237350,2507.001373,8.99,-3.27,-0.14,0.59,0.01,0,2.6,0.12,0.006640128,0,0.26,0.12,0.191831667
9463,KIlifi,39.84767148,-3.799629346,287.84,237375,2506.094061,8.73,-3.24,-0.13,0.59,0.03,0.01,2.63,0.13,0.0208557,0.01,0.26,0.13,0.191831667
9464,KIlifi,39.84761749,-3.799797314,288.1,237400,2505.78661,8.7,-3.72,-0.16,0.59,0.02,0,2.6,0.12,0.013728546,0,0.26,0.12,0.191831667
9465,KIlifi,39.8475635,-3.799965291,288.35,237425,2505.527204,8.11,-4.18,-0.17,0.59,0,0,2.57,0.12,0,0,0.26,0.12,0.191831667
9466,KIlifi,39.84750869,-3.800133002,288.6,237450,2505.506168,7.81,-4.23,-0.18,0.59,0,0,2.59,0.12,0,0,0.26,0.12,0.191831667
9467,KIlifi,39.84745168,-3.800299964,288.85,237475,2506.049035,7.83,-4.8,-0.2,0.59,-0.02,0,2.62,0.12,-0.013975757,0,0.26,0.12,0.191831667
9468,KIlifi,39.84739141,-3.800475869,289.05,237500,2506.681201,7.39,-4.59,-0.19,0.59,-0.01,0,2.54,0.12,-0.006679661,0,0.25,0.12,0.191831667
9469,KIlifi,39.84732937,-3.800653705,289.24,237525,2507.129726,6.9,-4.02,-0.17,0.59,-0.01,0,2.38,0.11,-0.006647379,0,0.24,0.11,0.191831667
9470,KIlifi,39.8472634,-3.800830164,289.43,237550,2508.21144,6.9,-4,-0.17,0.59,-0.02,0,2.37,0.11,-0.013503878,0,0.24,0.11,0.191831667
9471,KIlifi,39.84719613,-3.801006121,289.62,237575,2509.632356,7.21,-3.95,-0.16,0.59,-0.03,0.01,2.15,0.1,-0.020795238,0.01,0.21,0.1,0.191831667
9472,KIlifi,39.84712078,-3.801186484,289.78,237600,2511.832892,7.98,-3.81,-0.16,0.59,-0.04,0.02,2.14,0.1,-0.027946632,0.02,0.21,0.1,0.191831667
9473,KIlifi,39.84704124,-3.801370653,289.91,237625,2514.095144,8.83,-3.57,-0.15,0.59,-0.05,0.03,2.21,0.1,-0.034988893,0.03,0.22,0.1,0.191831667
9474,KIlifi,39.84696099,-3.801554492,290.04,237650,2516.192433,9.67,-3.34,-0.14,0.59,-0.06,0.03,2.32,0.11,-0.041785585,0.03,0.23,0.11,0.191831667
9475,KIlifi,39.84688075,-3.801738294,290.17,237675,2518.30148,10.37,-3.3,-0.14,0.59,-0.07,0.05,2.47,0.12,-0.046661372,0.05,0.25,0.12,0.191831667
9476,KIlifi,39.84680053,-3.801922057,290.3,237700,2520.422257,11.57,-3.69,-0.15,0.59,-0.1,0.08,2.71,0.13,-0.068041401,0.08,0.27,0.13,0.191831667
9477,KIlifi,39.84672115,-3.802106087,290.43,237725,2522.361712,12.89,-4.07,-0.17,0.59,-0.13,0.1,2.97,0.14,-0.092129297,0.1,0.3,0.14,0.191831667
9478,KIlifi,39.84664627,-3.802288763,290.57,237750,2523.481546,13.41,-4.44,-0.18,0.59,-0.15,0.11,3.15,0.15,-0.100864201,0.11,0.31,0.15,0.191831667
9479,KIlifi,39.84657213,-3.802472328,290.71,237775,2524.396847,13.7,-5,-0.21,0.59,-0.17,0.15,3.14,0.15,-0.113569529,0.15,0.31,0.15,0.191831667
9480,KIlifi,39.84649805,-3.802659754,290.84,237800,2525.009253,13.65,-5.73,-0.24,0.59,-0.2,0.19,3.07,0.15,-0.132268859,0.19,0.31,0.15,0.191831667
9481,KIlifi,39.84642628,-3.802841632,290.99,237825,2525.59254,13.66,-6.41,-0.27,0.59,-0.22,0.23,3.05,0.15,-0.147174924,0.23,0.31,0.15,0.191831667
9482,KIlifi,39.84635351,-3.8030291,291.11,237850,2525.958453,13.59,-6.81,-0.28,0.59,-0.24,0.26,3.01,0.14,-0.166226825,0.26,0.3,0.14,0.191831667
9483,KIlifi,39.84628026,-3.803223077,291.21,237875,2525.912988,13.08,-6.44,-0.27,0.59,-0.25,0.29,2.86,0.14,-0.168580492,0.29,0.29,0.14,0.191831667
9484,KIlifi,39.84620561,-3.803420823,291.28,237900,2525.865533,13.42,-6.71,-0.28,0.59,-0.27,0.33,2.95,0.14,-0.190664451,0.33,0.3,0.14,0.191831667
9485,KIlifi,39.84613095,-3.803618568,291.35,237925,2525.822333,14.03,-6.97,-0.29,0.59,-0.3,0.35,3.08,0.15,-0.211107736,0.35,0.31,0.15,0.191831667
9486,KIlifi,39.84605629,-3.803816314,291.43,237950,2525.783164,14.63,-7.24,-0.3,0.59,-0.33,0.37,3.22,0.15,-0.217929543,0.37,0.32,0.15,0.191831667
9487,KIlifi,39.84598164,-3.80401406,291.5,237975,2525.748211,15.24,-7.99,-0.33,0.59,-0.35,0.39,3.26,0.15,-0.244733003,0.39,0.33,0.15,0.191831667
9488,KIlifi,39.84590646,-3.804211607,291.58,238000,2525.594114,15.41,-8.16,-0.34,0.59,-0.35,0.41,3.13,0.15,-0.233433015,0.41,0.31,0.15,0.191831667
9489,KIlifi,39.84583045,-3.804408839,291.65,238025,2525.246563,15.33,-8.05,-0.34,0.59,-0.33,0.42,2.93,0.14,-0.231704308,0.42,0.29,0.14,0.191831667
9490,KIlifi,39.84575376,-3.804605797,291.72,238050,2525.068182,15.41,-7.93,-0.33,0.59,-0.31,0.42,2.76,0.13,-0.205609545,0.42,0.28,0.13,0.191831667
9491,KIlifi,39.8456758,-3.804802249,291.8,238075,2524.668754,15.53,-7.61,-0.32,0.59,-0.29,0.41,2.62,0.12,-0.195761964,0.41,0.26,0.12,0.191831667
9492,KIlifi,39.84559761,-3.804998604,291.87,238100,2524.215272,15.65,-7.07,-0.29,0.59,-0.27,0.39,2.51,0.12,-0.180055881,0.39,0.25,0.12,0.191831667
9493,KIlifi,39.84551941,-3.805194964,291.94,238125,2523.766002,15.77,-6.53,-0.27,0.59,-0.24,0.36,2.44,0.12,-0.162212544,0.36,0.24,0.12,0.191831667
9494,KIlifi,39.84544205,-3.805391671,292.02,238150,2523.119238,15.69,-6.11,-0.25,0.59,-0.22,0.32,2.42,0.12,-0.149040401,0.32,0.24,0.12,0.192238232
9495,KIlifi,39.84536534,-3.805588649,292.09,238175,2522.320842,15.36,-5.83,-0.24,0.59,-0.2,0.27,2.43,0.12,-0.131754829,0.27,0.24,0.12,0.192238232
9496,KIlifi,39.84528862,-3.805785636,292.16,238200,2521.526589,14.61,-5.55,-0.23,0.59,-0.18,0.23,2.45,0.12,-0.11894347,0.23,0.24,0.12,0.192238232
9497,KIlifi,39.84521191,-3.805982633,292.24,238225,2520.736291,13.86,-5.28,-0.22,0.59,-0.16,0.18,2.5,0.12,-0.110874211,0.18,0.25,0.12,0.192238232
9498,KIlifi,39.84513421,-3.806182276,292.3,238250,2519.928709,13.08,-4.88,-0.2,0.59,-0.13,0.13,2.56,0.12,-0.086021678,0.13,0.26,0.12,0.192238232
9499,KIlifi,39.84505497,-3.806386151,292.33,238275,2519.088608,12.27,-3.88,-0.16,0.59,-0.11,0.09,2.5,0.12,-0.076465663,0.09,0.25,0.12,0.192238232
9500,KIlifi,39.84497572,-3.806590031,292.37,238300,2518.249572,11.46,-2.89,-0.12,0.59,-0.08,0.05,2.47,0.12,-0.056434397,0.05,0.25,0.12,0.192238232
9501,KIlifi,39.84489361,-3.806799202,292.38,238325,2517.554539,10.79,-1.86,-0.08,0.59,-0.05,0.02,2.51,0.12,-0.03282946,0.02,0.25,0.12,0.192238232
9502,KIlifi,39.84480722,-3.807008041,292.38,238350,2517.765937,10.9,-0.83,-0.03,0.59,-0.02,0,2.62,0.12,-0.01352383,0,0.26,0.12,0.192238232
9503,KIlifi,39.84471886,-3.807216068,292.38,238375,2518.451178,10.94,0.2,0.01,0.59,0.01,0,2.64,0.13,0.006976405,0,0.26,0.13,0.192238232
9504,KIlifi,39.84462781,-3.807422985,292.38,238400,2519.782079,11.62,1.23,0.05,0.59,0.04,0.01,2.71,0.13,0.027487249,0.01,0.27,0.13,0.192238232
9505,KIlifi,39.84453676,-3.807629902,292.38,238425,2521.112979,12.04,2.26,0.09,0.59,0.08,0.05,2.76,0.13,0.056678843,0.05,0.28,0.13,0.192238232
9506,KIlifi,39.84443683,-3.807855639,292.27,238450,2522.692883,12.21,3.48,0.15,0.59,0.14,0.12,2.86,0.14,0.095721873,0.12,0.29,0.14,0.192238232
9507,KIlifi,39.84433609,-3.808083101,292.16,238475,2524.305217,13,4.35,0.18,0.59,0.19,0.18,3.03,0.14,0.128429959,0.18,0.3,0.14,0.192238232
9508,KIlifi,39.84423532,-3.80831059,292.04,238500,2525.927854,14.71,3.93,0.16,0.59,0.21,0.2,3.16,0.15,0.139251895,0.2,0.32,0.15,0.192238232
9509,KIlifi,39.84413469,-3.808538166,291.93,238525,2527.526422,16.65,3.51,0.15,0.59,0.23,0.21,3.38,0.16,0.150665776,0.21,0.34,0.16,0.192238232
9510,KIlifi,39.84403719,-3.808767026,291.82,238550,2528.386053,17.81,3.91,0.16,0.59,0.27,0.23,3.64,0.17,0.189300253,0.23,0.36,0.17,0.192238232
9511,KIlifi,39.8439286,-3.809021014,291.57,238575,2529.499274,18.35,4.44,0.18,0.59,0.29,0.26,3.71,0.18,0.190157463,0.26,0.37,0.18,0.192238232
9512,KIlifi,39.84382405,-3.80927737,291.31,238600,2529.638209,17.72,5.09,0.21,0.59,0.31,0.28,3.74,0.18,0.205302617,0.28,0.37,0.18,0.192238232
9513,KIlifi,39.84370864,-3.809560595,290.91,238625,2529.956749,16.86,6.37,0.27,0.59,0.32,0.27,3.98,0.19,0.216845972,0.27,0.4,0.19,0.192238232
9514,KIlifi,39.84359111,-3.809849031,290.48,238650,2530.437305,15.98,6.52,0.27,0.59,0.3,0.23,4.17,0.2,0.204342005,0.23,0.42,0.2,0.192238232
9515,KIlifi,39.84346263,-3.810166854,289.9,238675,2531.130947,15.26,5.6,0.23,0.59,0.26,0.17,4.43,0.21,0.179723281,0.17,0.44,0.21,0.192238232
9516,KIlifi,39.84333622,-3.810487357,289.31,238700,2533.280884,14,3.87,0.16,0.59,0.21,0.11,4.39,0.21,0.144088792,0.11,0.44,0.21,0.192238232
9517,KIlifi,39.84320886,-3.810807928,288.71,238725,2536.060169,12.37,2.14,0.09,0.59,0.13,0.05,4.11,0.2,0.090856501,0.05,0.41,0.2,0.192238232
9518,KIlifi,39.84308127,-3.811128809,288.12,238750,2539.139706,10.77,0.47,0.02,0.59,0.04,0.01,3.7,0.18,0.026599222,0.01,0.37,0.18,0.192238232
9519,KIlifi,39.84295252,-3.811449719,287.53,238775,2542.732366,10.8,-0.51,-0.02,0.59,-0.03,0,3.1,0.15,-0.021023479,0,0.31,0.15,0.192238232
9520,KIlifi,39.84281803,-3.811777739,286.89,238800,2547.363929,11.02,-2.17,-0.09,0.59,-0.1,0.07,2.86,0.14,-0.067374068,0.07,0.29,0.14,0.1926564
9521,KIlifi,39.84268638,-3.812110751,286.24,238825,2553.790012,10.06,-3.41,-0.14,0.59,-0.17,0.16,2.95,0.14,-0.111387907,0.16,0.3,0.14,0.1926564
9522,KIlifi,39.84255458,-3.812444455,285.59,238850,2560.59433,9.65,-2.49,-0.1,0.59,-0.16,0.13,3.1,0.15,-0.110622337,0.13,0.31,0.15,0.1926564
9523,KIlifi,39.84243682,-3.812782754,284.94,238875,2566.993469,9.07,-1.38,-0.06,0.59,-0.12,0.12,2.45,0.12,-0.08308275,0.12,0.25,0.12,0.1926564
9524,KIlifi,39.84233343,-3.813125411,284.29,238900,2570.876088,7.02,-1.07,-0.04,0.59,-0.08,0.11,1.82,0.09,-0.054243735,0.11,0.18,0.09,0.1926564
